year,season,station,lat,long,elevation,Tmin,Tmax,Tavg
1962,Monsoon,1016,27.94456111,85.59513611,2574.0,12.501748729867701,21.143854699453552,16.822801714660628
1962,Monsoon,1024,27.61611667,85.56550278,1543.0,19.203248729867703,27.84535469945355,23.524301714660627
1962,Monsoon,1036,27.6451338,85.620881,857.0,23.662248729867702,32.304354699453555,27.983301714660627
1962,Monsoon,1103,27.63044722,86.23211389,1877.0,17.032248729867703,25.674354699453552,21.353301714660628
1962,Monsoon,1123,27.39470278,86.06123333,497.0,26.002248729867702,34.64435469945355,30.323301714660627
1962,Monsoon,1124,27.63333333,86.13333333,1755.0,17.825248729867702,26.46735469945355,22.146301714660627
1962,Monsoon,1201,27.81667,86.71667,3450.0,6.807748729867702,15.449854699453553,11.128801714660627
1962,Monsoon,1206,27.30812083,86.504225,1731.0,17.848994453264307,24.47881055191257,21.16390250258844
1962,Monsoon,1212,26.730538,86.934812,101.0,28.5762487298677,37.21835469945355,32.89730171466063
1962,Monsoon,1218,27.83333,86.76667,3857.0,4.162248729867702,12.804354699453553,8.483301714660628
1962,Monsoon,1219,27.50511778,86.586215,2383.0,13.743248729867702,22.385354699453554,18.06430171466063
1962,Monsoon,1222,27.21252194,86.79188583,1612.0,18.7547487298677,27.396854699453552,23.075801714660628
1962,Monsoon,1225,27.81667,86.71667,3700.0,5.182748729867702,13.824854699453553,9.503801714660627
1962,Monsoon,1303,27.29209694,87.31696583,1277.0,20.932248729867702,29.574354699453554,25.25330171466063
1962,Monsoon,1304,27.046316,87.292473,1720.0,18.052748729867698,26.69485469945355,22.373801714660626
1962,Monsoon,1307,26.98321944,87.34595556,1192.0,21.4847487298677,30.126854699453553,25.805801714660625
1962,Monsoon,1314,27.12304,87.53619,1525.0,19.3202487298677,27.962354699453552,23.641301714660628
1962,Monsoon,1316,26.82044,87.15917,105.0,28.5502487298677,37.19235469945355,32.871301714660625
1962,Monsoon,1327,27.39106194,87.20438389,1064.0,22.3167487298677,30.958854699453553,26.637801714660625
1962,Monsoon,1401,27.68333,87.78333,3119.0,8.85655737704918,16.422131147540984,12.639344262295081
1962,Monsoon,1405,27.35861111,87.67,1744.0,17.28601968306011,24.280214355191255,20.783117019125683
1962,Monsoon,1419,27.14367389,87.765595,1157.0,21.712248729867703,30.354354699453552,26.033301714660627
1962,Monsoon,9999,27.961111,86.808889,5200.0,-3.72157659390279,9.6572627431694,2.967843074633304
1962,Postmonsoon,1016,27.94456111,85.59513611,2574.0,5.076167007765315,17.536621756830602,11.306394382297958
1962,Postmonsoon,1024,27.61611667,85.56550278,1543.0,11.777667007765315,24.238121756830598,18.00789438229796
1962,Postmonsoon,1036,27.6451338,85.620881,857.0,16.236667007765313,28.6971217568306,22.46689438229796
1962,Postmonsoon,1103,27.63044722,86.23211389,1877.0,9.606667007765315,22.067121756830602,15.836894382297958
1962,Postmonsoon,1123,27.39470278,86.06123333,497.0,18.576667007765312,31.0371217568306,24.80689438229796
1962,Postmonsoon,1124,27.63333333,86.13333333,1755.0,10.399667007765315,22.8601217568306,16.62989438229796
1962,Postmonsoon,1201,27.81667,86.71667,3450.0,-0.6178329922346845,11.842621756830601,5.612394382297959
1962,Postmonsoon,1206,27.30812083,86.504225,1731.0,11.634339974115617,21.460868633879784,16.547604303997698
1962,Postmonsoon,1212,26.730538,86.934812,101.0,21.150667007765314,33.6111217568306,27.380894382297956
1962,Postmonsoon,1218,27.83333,86.76667,3857.0,-3.2633329922346848,9.197121756830601,2.9668943822979585
1962,Postmonsoon,1219,27.50511778,86.586215,2383.0,6.317667007765314,18.7781217568306,12.547894382297958
1962,Postmonsoon,1222,27.21252194,86.79188583,1612.0,11.329167007765315,23.789621756830602,17.559394382297956
1962,Postmonsoon,1225,27.81667,86.71667,3700.0,-2.2428329922346846,10.217621756830601,3.9873943822979583
1962,Postmonsoon,1303,27.29209694,87.31696583,1277.0,13.506667007765314,25.9671217568306,19.736894382297958
1962,Postmonsoon,1304,27.046316,87.292473,1720.0,10.627167007765316,23.0876217568306,16.857394382297958
1962,Postmonsoon,1307,26.98321944,87.34595556,1192.0,14.059167007765314,26.519621756830603,20.289394382297957
1962,Postmonsoon,1314,27.12304,87.53619,1525.0,11.894667007765316,24.355121756830602,18.124894382297956
1962,Postmonsoon,1316,26.82044,87.15917,105.0,21.124667007765314,33.5851217568306,27.354894382297957
1962,Postmonsoon,1327,27.39106194,87.20438389,1064.0,14.891167007765315,27.3516217568306,21.121394382297957
1962,Postmonsoon,1401,27.68333,87.78333,3119.0,1.3377049180327867,13.101639344262296,7.219672131147541
1962,Postmonsoon,1405,27.35861111,87.67,1744.0,10.27377049180328,19.93934426229508,15.10655737704918
1962,Postmonsoon,1419,27.14367389,87.765595,1157.0,14.286667007765315,26.7471217568306,20.516894382297956
1962,Postmonsoon,9999,27.961111,86.808889,5200.0,-12.678147352890424,5.907634786885246,-3.3852562830025885
1962,Premonsoon,1016,27.94456111,85.59513611,2574.0,6.006683872234936,18.16331953442029,12.085001703327611
1962,Premonsoon,1024,27.61611667,85.56550278,1543.0,12.708183872234935,24.86481953442029,18.786501703327612
1962,Premonsoon,1036,27.6451338,85.620881,857.0,17.167183872234936,29.32381953442029,23.245501703327612
1962,Premonsoon,1103,27.63044722,86.23211389,1877.0,10.537183872234934,22.69381953442029,16.615501703327613
1962,Premonsoon,1123,27.39470278,86.06123333,497.0,19.507183872234936,31.663819534420288,25.585501703327612
1962,Premonsoon,1124,27.63333333,86.13333333,1755.0,11.330183872234935,23.48681953442029,17.408501703327612
1962,Premonsoon,1201,27.81667,86.71667,3450.0,0.31268387223493577,12.46931953442029,6.391001703327612
1962,Premonsoon,1206,27.30812083,86.504225,1731.0,12.351333729214339,20.881731355072464,16.616532542143403
1962,Premonsoon,1212,26.730538,86.934812,101.0,22.081183872234934,34.23781953442029,28.159501703327614
1962,Premonsoon,1218,27.83333,86.76667,3857.0,-2.3328161277650645,9.82381953442029,3.745501703327613
1962,Premonsoon,1219,27.50511778,86.586215,2383.0,7.248183872234935,19.40481953442029,13.326501703327613
1962,Premonsoon,1222,27.21252194,86.79188583,1612.0,12.259683872234936,24.41631953442029,18.338001703327613
