naming,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1962 to 1971,1972 to 1981,1982 to 1991, 1992 to 2001,2002 to 2011,2012 to 2021,1977 to 1994, 1980 to 2018,1988 to 2010, 1976 to 2005,1981-2010,1977-2000,1962 - 2022,Total count
Tmax Middle Mountain annual,17.7249622,17.26758193,17.62609006,17.0913362,17.63612919,17.11312003,17.47269627,17.55847208,17.42356849,17.28006764,18.34629823,18.8170538,17.59134889,17.1292875,17.11441839,17.67905875,16.82731279,17.48779868,17.41640924,17.04177723,16.75771324,16.53524914,16.87409692,16.4146883,16.24416795,16.31278854,16.84083395,16.49651629,16.31101735,16.78018386,16.66984223,16.16134022,17.12309774,16.96573545,16.95741867,16.51627015,17.07306283,17.84849022,17.18063079,17.41617858,17.20478149,17.00627966,16.69259041,17.25783569,17.54053206,17.01202304,18.32253119,18.82331454,18.61804255,18.15941798,19.72529613,21.06562925,18.74900302,18.40404408,17.70497093,18.14549869,18.0615451,17.21847097,16.12505071,17.86162716,19.25361846,-0.015934327,-0.135783247,-0.011565046,0.105211256,0.201171314,-0.361192121,-0.047269946,0.063742547,0.075206058,0.003517075,0.052753414,-0.003301958,0.01578029,61
Tmax Siwalik Monsoon,37.2183547,36.92206446,36.89111565,36.31780403,36.95441499,37.34963435,37.21312661,36.68664182,36.81777153,36.6622792,37.55397295,37.37025313,36.05028198,36.44302419,36.08515699,37.09276731,36.31528903,36.54056492,36.82442939,33.06300838,32.29505533,32.97622951,32.22786885,32.29180328,32.92786885,33.08360656,33.30245902,34.20737705,35.02664076,33.48077576,35.73553125,33.98593627,35.71284035,33.6442623,34.90815448,34.61557377,34.12196205,34.0852459,35.3361409,35.1352459,34.37131148,36.06520405,33.81699798,34.54344262,33.40819672,33.68852459,34.04098361,34.57084915,33.69508197,34.33455495,36.87704918,33.67786885,32.56557377,33.5204918,35.14575717,34.17868852,34.51065574,34.31229508,33.05409836,32.76899618,32.51721311,-0.022278255,-0.249476532,0.230967325,-0.017870239,-0.087148222,-0.185465701,-0.071982773,0.022825462,-0.011219471,-0.00952978,0.056766142,-0.01999585,-0.055230798,61
Tmax Siwalik Postmonsoon,33.61112176,32.2942048,33.29555283,32.41224764,32.7158796,31.41348677,32.98228718,32.36108831,32.80219982,32.69576083,33.49838124,33.18797331,32.86332078,32.41879221,32.79031994,32.23095597,31.72604736,32.00350809,32.8942046,30.23278689,29.07213115,30.25901639,29.28852459,29.72295082,29.77868852,30.62035221,32.1704918,32.27704918,32.39575795,31.58178876,31.65319737,31.86229508,32.49389251,32.80327869,32.58078778,32.3442623,33.12786885,32.70983607,32.5852459,32.38360656,32.95737705,32.36448274,31.65207924,32.61311475,32.18032787,33.02622951,32.72459016,32.84754098,31.73114754,32.7,33.19667618,31.85245902,30.10327869,32.16229508,32.54024755,32.34008993,30.00163934,29.91803279,30.95081967,30.65081967,30.99344262,-0.054223516,-0.232626619,0.367703146,0.081523038,0.002472102,-0.223227505,0.044409481,0.040909059,0.018066761,0.058564975,0.100044047,0.087067205,-0.013531487,61
Tmax Siwalik Premonsoon,34.23781953,33.36026762,34.52301627,33.76378243,34.86203761,33.06399836,34.22263014,34.66639702,34.34599047,33.38653992,35.55019112,36.27484365,34.90776837,35.15154875,33.94688799,34.56712011,33.80508231,35.06717904,34.90013364,33.63718505,32.70217391,31.72934783,32.27826087,32.48951381,32.24782609,31.71310055,31.86956522,33.65,32.22826087,34.39119085,35.25591078,33.17961316,34.56227387,35.58586957,34.7173913,33.50869565,33.98653598,35.14130435,34.42833317,35.15978261,33.91304348,34.16134792,33.04565217,33.85217391,33.83695652,33.30108696,33.09565217,35.09347826,35.025,33.43478261,36.43019943,33.43152174,34.30108696,32.19139555,34.23804348,33.20326087,33.91413043,33.43586957,32.26630435,32.35652174,32.87717391,-0.002824539,-0.178558415,0.140349504,0.028874803,0.05560553,-0.272801732,-0.020527243,0.031559122,0.030022404,0.030781418,0.069745767,0.046545614,-0.010608449,61
Tmax Siwalik Winter,27.64755282,28.30879083,27.6096755,27.68651069,27.82718456,28.44036066,27.28774115,28.33476116,27.54331217,28.19069061,28.5976476,30.25014511,28.35902443,26.31878484,27.45030866,28.64039159,27.27783245,28.15494269,26.86186934,28.16065387,25.52111111,24.56189368,24.64070895,23.73777778,25.05923362,25.14888889,27.39405074,25.45022454,24.92777778,27.98481622,25.90097336,26.36473423,27.38551329,26.80673763,26.59347049,26.67093632,26.62909984,28.9372889,27.41054985,27.93645025,27.35407252,27.35018055,27.23204011,27.3264944,29.00317978,26.48973832,26.35247942,27.96777778,26.80112556,26.05290516,25.93516484,26.71674812,25.67952067,25.55116969,26.28644613,28.20282952,26.93280838,26.59165626,24.89623204,25.69984406,25.33069477,0.015589001,-0.149115496,0.241458102,0.199657163,-0.104913268,-0.025694074,-0.066629412,0.033293708,0.053361406,0.028392015,0.083476969,0.017943439,-0.025667708,61
Tmax Siwalik annual,33.1787122,32.72133193,33.07984006,32.5450862,33.08987919,32.56687003,32.92644627,33.01222208,32.87731849,32.73381764,33.80004823,34.2708038,33.04509889,32.5830375,32.56816839,33.13280875,32.28106279,32.94154868,32.87015924,31.27340855,29.89761787,29.88162185,29.60884082,29.56051142,30.00340427,30.14148705,31.18414169,31.39616269,31.14460934,31.8596429,32.13640319,31.34814469,32.53863,32.21003705,32.19995101,31.78486701,31.96636668,32.7184188,32.44006745,32.65377133,32.14895113,32.48530381,31.43669237,32.08380642,32.10716522,31.62639484,31.55342634,32.61991154,31.81308877,31.63056068,33.10977241,31.41964943,30.66236502,30.85633803,32.05262358,31.98121721,31.33980847,31.06446342,30.29186361,30.36904541,30.42963111,-0.015934327,-0.202444266,0.245119519,0.073046191,-0.033495965,-0.176797253,-0.028682487,0.032146838,0.022557775,0.027052157,0.077508231,0.032890102,-0.02625961,61
Tmax Tarai Monsoon,37.1923547,36.89606446,36.86511565,36.29180403,36.92841499,37.32363435,37.18712661,36.66064182,36.79177153,36.6362792,37.52797295,37.34425313,36.02428198,36.41702419,36.05915699,37.06676731,36.28928903,36.51456492,36.79842939,35.9512586,35.9484508,36.08146947,35.28838145,35.4020853,35.52280369,34.82249253,35.18263824,35.00928803,35.40857597,35.18061645,35.70953125,35.0449937,36.28000931,35.30445307,35.4564761,35.94132689,35.8012509,35.40628082,35.72035718,36.05960374,35.80262067,36.03920405,35.41335398,36.3287102,36.04445376,35.692977,36.17962324,36.66738827,36.0296163,36.08613373,36.76993637,36.45101934,33.79672131,34.01967213,35.74912248,36.46766188,36.37399381,36.47693923,35.74697656,35.85285295,36.32291742,-0.022278255,-0.090517429,-0.087120503,0.033241203,0.048217801,0.048488144,-0.080010406,0.007150382,0.046227914,-0.016521912,0.024085679,-0.039742821,-0.018281449,61
Tmax Tarai Postmonsoon,33.58512176,32.2682048,33.26955283,32.38624764,32.6898796,31.38748677,32.95628718,32.33508831,32.77619982,32.66976083,33.47238124,33.16197331,32.83732078,32.39279221,32.76431994,32.20495597,31.70004736,31.97750809,32.8682046,32.18101138,31.53897834,32.47551942,32.47350822,31.4295147,31.41414917,31.81911497,32.55946856,32.09414631,32.36975795,31.84754832,31.62719737,31.81901978,32.14728925,32.45423072,32.4750268,31.66334457,33.69866341,32.7452786,33.02409397,32.79284348,33.02601042,32.33848274,31.62607924,32.45205734,32.36784774,32.89838735,33.41647076,32.98026221,32.66077779,32.81359181,33.15738112,32.72519058,30.49508197,31.14754098,32.51424755,33.25917938,32.5009253,32.65482561,33.93097363,32.81194254,33.35768025,-0.054223516,-0.124941646,0.023847378,0.150532708,0.063872683,0.126880832,-0.01130125,0.013719281,0.036515616,0.016837054,0.036063088,0.028067098,0.002710858,61
Tmax Tarai Premonsoon,34.21181953,33.33426762,34.49701627,33.73778243,34.83603761,33.03799836,34.19663014,34.64039702,34.31999047,33.36053992,35.52419112,36.24884365,34.88176837,35.12554875,33.92088799,34.54112011,33.77908231,35.04117904,34.87413364,33.61118505,34.08387926,33.64302825,34.58168788,34.60554721,33.58269431,33.18374216,33.69143641,33.96100297,32.57087271,34.35413037,34.9246228,33.15361316,34.48561265,35.39649641,34.9422617,33.50373285,33.59466151,35.68630003,34.40233317,34.62104044,33.92213859,34.13534792,34.25502538,34.48829252,34.44647142,34.26456399,34.80624557,34.83335036,36.54516082,34.69406697,35.76671297,35.27257478,34.25848744,32.68913043,35.36960743,34.17557931,34.27290032,34.51706406,33.29139505,34.33818524,35.46166638,-0.002824539,-0.178558415,-0.068591139,0.031322437,0.166543166,-0.132574806,-0.033806528,0.023137423,0.057274378,0.010065439,0.042816775,0.010454966,0.006741458,61
Tmax Tarai Winter,27.62155282,28.28279083,27.5836755,27.66051069,27.80118456,28.41436066,27.26174115,28.30876116,27.51731217,28.16469061,28.5716476,30.22414511,28.33302443,26.29278484,27.42430866,28.61439159,27.25183245,28.12894269,26.83586934,28.13465387,27.17054456,27.11948036,27.22663509,26.69193775,27.52202426,27.22638622,27.6407926,26.63262785,26.60586276,27.4494403,26.12901749,26.33873423,27.29047976,26.41876159,26.66691008,26.6676763,26.90867549,29.26710145,27.28673883,27.90222667,27.77935628,27.22308392,27.18690305,27.47328269,29.01435531,26.90316383,27.3775345,29.15625202,28.33663238,27.63441931,27.9525412,28.9666032,28.06347142,26.50259833,26.89724982,28.88709137,28.64665782,27.62079,26.70028825,28.6949287,27.32482445,0.015589001,-0.149115496,-0.009117401,0.205748674,0.084477063,-0.018024874,-0.071766107,0.032323399,0.070507784,-0.006967443,0.033434932,-0.025796639,-0.000974397,61
Tmax Tarai annual,33.1527122,32.69533193,33.05384006,32.5190862,33.06387919,32.54087003,32.90044627,32.98622208,32.85131849,32.70781764,33.77404823,34.2448038,33.01909889,32.5570375,32.54216839,33.10680875,32.25506279,32.91554868,32.84415924,32.46952723,32.18546324,32.32987437,32.39255316,32.03227124,32.01041786,31.76293397,32.26858395,31.92426629,31.73876735,32.20793386,32.09759223,31.58909022,32.55084774,32.39348545,32.38516867,31.94402015,32.50081283,33.27624022,32.60838079,32.84392858,32.63253149,32.43402966,32.12034041,32.68558569,32.96828206,32.43977304,32.94496852,33.40931322,33.39304682,32.80705295,33.41164291,33.35384697,31.65344053,31.08973547,32.63255682,33.19737799,32.94861931,32.81740473,32.41740837,32.92447736,33.11677212,-0.015934327,-0.135783247,-0.035245417,0.105211256,0.090777678,0.006192324,-0.049221073,0.019082621,0.052631423,0.000853285,0.034100118,-0.006754349,-0.002450882,61
Tmin High Mountain Monsoon,4.257545395,4.052002847,4.52084872,3.602295592,3.422725723,3.922789511,4.234790189,4.64243245,4.019857968,4.144179583,4.06521232,4.03074264,3.664876418,4.32357918,4.637704444,4.817325604,4.803550729,4.329218543,3.850552392,3.671360984,4.083666967,3.725950575,3.054507283,3.545062602,3.416255514,3.314774593,3.062064461,2.600052073,3.945480391,3.299672482,3.304388912,3.372528998,3.481464139,3.50530091,3.325293813,3.015809478,3.591744728,3.579526685,3.7294395,2.498423712,3.185659867,3.124102175,3.25652537,3.363104184,3.320053651,3.6069171,2.956503368,3.116094374,3.179622835,2.92634711,2.996181253,2.707058975,3.30037373,3.401958547,3.282760736,3.653197346,3.574403023,3.69410314,3.994579102,3.906557326,3.921558703,0.010667635,0.000819713,-0.05661814,-0.026152445,-0.021698571,0.121590561,-0.076515067,-0.009400981,-0.00385537,-0.040756513,-0.012392014,-0.040131724,-0.015960427,61
Tmin High Mountain Postmonsoon,-3.492888282,-3.054073784,-2.42287243,-3.249205114,-5.603420353,-5.39373882,-3.875785399,-2.956406375,-4.598527858,-3.63038857,-4.186095935,-3.911920004,-2.988610893,-3.741498005,-3.181509126,-2.717008346,-3.431251668,-3.182120084,-3.815087446,-4.989642057,-5.618929701,-4.50655026,-4.836415541,-4.68525073,-4.318153447,-3.682471104,-4.21308917,-4.356498669,-4.136183934,-4.107432766,-4.09605663,-3.531383286,-4.954346097,-3.942172133,-4.212736352,-5.360824672,-2.723021292,-4.058965211,-3.831109181,-4.175585374,-3.888582168,-3.439907615,-4.891378982,-4.349534744,-4.235917425,-3.413638401,-4.292603775,-4.10316818,-3.572817993,-4.176895459,-5.124559832,-4.72741801,-4.028203338,-3.669630021,-4.085660476,-3.641162944,-4.45326747,-2.813982866,-3.07619304,-2.891983432,-3.626429652,-0.099311577,-0.037129657,0.12513811,0.025287446,0.008538992,0.217069394,-0.03386926,0.011965516,0.012242764,-0.009844744,0.029125673,-0.005398511,-0.001110213,61
Tmin High Mountain Premonsoon,-2.5988718,-2.914150404,-2.234538051,-2.831335123,-2.185854603,-4.818096291,-2.294921378,-1.789018614,-2.131137041,-2.958800504,-2.355756698,-3.459688456,-2.977622719,-4.227015628,-1.697239653,-2.664036522,-2.358007318,-1.852866026,-2.148851428,-2.694869179,-3.781821989,-2.696004484,-2.42211483,-2.627436245,-3.785514456,-3.545885888,-2.819453839,-3.175720715,-3.746137742,-2.805050482,-2.566694554,-3.498338101,-2.871302983,-2.571953935,-2.612833032,-3.681758834,-2.882234074,-2.066304597,-2.838122659,-3.34420391,-3.13117048,-2.967093747,-2.296916071,-3.176170424,-2.991327238,-2.594698596,-2.881789105,-2.666415565,-1.480569949,-3.038236404,-3.127395512,-2.743296638,-2.624782305,-2.40882853,-2.379968002,-2.481078322,-2.728484078,-2.758587964,-2.906379938,-2.275569245,-1.095953551,0.02088686,0.099320354,-0.016148139,-0.002126366,0.064693021,0.02906514,-0.049011144,0.012134761,0.028358586,-0.017854424,0.019685006,-0.014687226,0.003989971,61
Tmin High Mountain Winter,-7.278599135,-7.259399155,-7.217829309,-7.065610996,-7.194277211,-8.811227781,-7.548527009,-7.024926323,-7.705568265,-8.049986823,-7.668516995,-7.839551268,-8.584846715,-9.684366319,-8.363873375,-7.525572493,-9.214790969,-7.804728691,-8.069007731,-6.114994759,-9.587700337,-10.69792539,-9.375173862,-8.976741056,-9.032052121,-8.291895848,-7.933590589,-9.047171992,-8.835577964,-8.350321706,-9.170750009,-8.39475328,-8.692318795,-9.448475311,-8.670085616,-9.561990759,-8.914674735,-8.296575308,-9.142090631,-9.147325094,-8.81371935,-8.735088062,-8.762851491,-8.57204836,-8.250970835,-8.85080966,-9.305344808,-7.908086296,-8.289527252,-9.341046378,-9.485502204,-9.298905689,-8.941513369,-8.42188309,-8.71807413,-8.028758094,-8.481389339,-8.799675574,-8.863663157,-7.969985267,-8.298397207,-0.073738525,0.112261345,0.179893677,-0.014135292,-0.000926787,0.108523251,-0.033098252,-5.71642E-05,0.007203885,-0.020003758,0.006069922,-0.030735692,-0.018550181,61
Tmin High Mountain annual,-2.278203456,-2.293905124,-1.838597767,-2.38596391,-2.890206611,-3.775068345,-2.371110899,-1.781979716,-2.603843799,-2.623749079,-2.536289327,-2.795104272,-2.721550977,-3.332325193,-2.151229428,-2.022322939,-2.550124807,-2.127624064,-2.545598553,-2.532036253,-3.726196265,-3.543632389,-3.394799238,-3.186091357,-3.429866127,-3.051369562,-2.976017284,-3.494834826,-3.193104812,-2.990783118,-3.13227807,-3.012986417,-3.259125934,-3.114325117,-3.042590297,-3.897191197,-2.732046343,-2.710579608,-3.020470743,-3.542172666,-3.161953033,-3.004496812,-3.173655294,-3.183662336,-3.039540462,-2.813057389,-3.38080858,-2.890393917,-2.54082309,-3.407457783,-3.685319074,-3.515640341,-3.073531321,-2.774595773,-2.975235468,-2.624450503,-3.022184466,-2.669535816,-2.712914258,-2.307745155,-2.274805427,-0.035373902,0.043817939,0.058066377,-0.004281664,0.012651664,0.119062086,-0.048123431,0.003660533,0.010987466,-0.02211486,0.010622147,-0.022738288,-0.007907713,61
Tmin Hill Monsoon,20.10242849,19.71910877,20.05295689,19.3039179,19.29741616,19.61249579,19.97246973,19.67867829,19.72044917,19.45188693,19.64880409,19.75068543,19.38295951,19.71936141,19.7960286,20.29465326,20.07460609,19.5270625,19.69169737,19.32039903,19.27992919,19.2585899,18.80875195,19.10664229,18.89402628,19.07847337,18.95371296,18.17247464,19.31882264,18.91604394,18.74613121,18.85640567,19.08955486,19.3348122,18.83761245,18.61858228,19.49103659,18.91985848,19.12552115,18.15470849,18.60514236,19.05049722,18.68872569,18.90293143,18.81402629,19.09410331,18.72400467,19.01512498,19.14337512,18.67129238,19.05827389,18.64285293,19.23927722,19.21957744,18.82785232,19.13748577,19.38872288,19.36390286,19.68202037,19.51332958,19.53805621,-0.032703934,-0.006567808,-0.038236761,-0.024471728,0.015883567,0.077635584,-0.068254055,-0.003631244,0.002180081,-0.034535246,-0.007352791,-0.034999865,-0.012848865,61
Tmin Hill Postmonsoon,12.79286533,12.90866677,13.77091116,12.60941336,11.30938466,10.45943725,12.13114579,12.30626839,11.80135965,12.28788281,12.26104197,11.94257015,13.2068032,12.60291909,13.10673287,13.07668534,12.63580898,12.75763489,11.49387238,11.14745922,10.97564103,11.69235503,11.05291075,11.40628701,11.79379643,12.74312116,12.19586823,11.81955833,12.07310739,11.77496999,12.00892051,12.54114,10.97777323,12.39041408,12.14041062,10.44381308,13.91237847,12.33879338,12.55596358,11.84047525,11.60034938,12.53628833,10.97502355,11.6096923,11.5252007,13.05415802,12.3568184,12.23575309,13.0780239,11.99382256,10.82213115,11.61317262,12.38769799,12.68354595,11.8343186,12.58727891,11.49192037,13.24765808,13.1795082,13.37107728,12.46124122,-0.132751251,-0.092971809,0.103094142,0.050073662,0.105499339,0.214440899,-0.022217536,0.015322981,0.017850111,-0.009696312,0.030173796,0.011492664,0.00103925,61
Tmin Hill Premonsoon,13.73641804,13.3137899,14.0101586,13.43754845,13.62789773,11.98239529,13.80259031,13.88965778,13.69773443,12.99805294,14.0375788,13.10394216,13.59749583,12.8199166,13.93454342,13.29861406,13.07272798,13.48602295,13.45654409,13.03174758,12.11319635,11.89686418,13.90562981,13.5438909,11.90250949,12.51063814,13.43084358,13.13735931,12.37289925,13.35824221,13.58700597,12.35414015,13.28958857,13.78070387,13.71396803,12.20499125,13.24904376,14.40113423,13.07201734,12.65299685,13.05828778,13.05288797,14.15355379,12.9337129,13.11720894,13.5881678,13.33139344,13.58487808,15.34282319,13.21065369,13.06532734,13.7322161,13.73132357,13.87345868,13.95952427,13.83127458,13.34632437,13.42138563,13.08296816,13.70390098,15.28651568,-0.030973062,-0.042540165,0.066456318,-0.005619216,0.098311889,-0.012466153,-0.007861451,0.027362623,0.035891482,0.005753808,0.038830031,0.016107408,0.00738421,61
Tmin Hill Winter,7.997792989,8.349690745,8.254919486,8.450816377,7.939294493,6.904225686,7.162613944,7.452849672,7.197018561,6.865969764,7.568504055,8.193773528,6.8684482,6.212092928,7.253199207,7.554818298,6.351526981,6.721451369,6.718463529,7.482575851,5.28948928,4.516904467,5.549940805,6.181629255,5.979708716,7.092607178,7.654034202,6.174698713,6.576436948,6.708116603,5.787207229,6.582473182,6.510399085,5.394446694,6.452089785,5.318500509,6.184594193,6.999648032,5.652022333,6.068351507,6.219832598,6.141262928,6.117671023,6.419151031,7.001566096,6.228007415,5.850894236,7.694410018,7.052255808,5.808423112,5.627446041,5.725778209,6.010953301,6.938594282,6.595898341,7.193526584,6.630078159,6.233672777,6.14466248,7.016111111,6.297380952,-0.164637209,-0.067367192,0.217201673,-0.001816724,0.048967459,0.098277896,-0.008665614,0.008428904,0.006938098,-0.019998688,0.017168863,-0.021379042,-0.021730054,61
Tmin Hill annual,13.65737621,13.57281405,14.02223654,13.45042402,13.04349826,12.2396385,13.26720495,13.33186353,13.10414045,12.90094811,13.37898223,13.24774282,13.26392669,12.83857251,13.52262602,13.55619274,13.03366751,13.12304293,12.84014434,12.74554542,11.91456396,11.84117839,12.32930833,12.55961237,12.14251023,12.85620996,13.05861474,12.32602275,12.58531656,12.68934318,12.53231623,12.58353975,12.46682893,12.72509421,12.78602022,11.64647178,13.20926325,13.16485853,12.6013811,12.17913302,12.37090303,12.69523411,12.48374351,12.46637192,12.61450051,12.99110914,12.56577769,13.13254154,13.6541195,12.42104793,12.14329461,12.42850496,12.84231302,13.17879409,12.80439838,13.18739146,12.71426144,13.06665484,13.0222898,13.40110474,13.39579851,-0.090266364,-0.052361743,0.087128843,0.004541499,0.067165563,0.094472056,-0.026749664,0.011870816,0.015714943,-0.01461911,0.019704975,-0.007194709,-0.006538865,61
Tmin Koshi Basin Monsoon,18.92179402,18.60209981,18.98426292,18.1745557,18.10611379,18.48739828,18.83020284,18.78745083,18.59145601,18.46350483,18.5616844,18.61476643,18.24770609,18.69945777,18.86110996,19.24556494,19.09934154,18.57799993,18.51240074,17.81030562,17.61365318,17.42547431,17.1490199,17.48765745,17.43222264,17.22400107,16.98948336,16.04039345,18.01664531,17.23726628,17.7097787,17.41186185,17.44375434,17.62239832,17.24101901,17.08126873,17.83764705,17.38796368,17.9419446,16.73837719,17.09313334,17.84069005,17.26768574,17.4375349,17.45894527,17.55086751,17.05031192,17.424285,16.44958128,16.63291526,16.29014016,16.21795733,17.12046379,16.69783179,17.75367411,17.69941033,17.71427404,17.97437124,18.12959257,17.82919686,18.09796896,-0.017181478,-0.025717536,-0.039364613,-0.029242374,-0.085857421,0.209076104,-0.095379296,-0.013661742,-0.000911376,-0.041538461,-0.006079563,-0.047029651,-0.026595958,61
Tmin Koshi Basin Postmonsoon,11.45444561,11.68585173,12.46540703,11.42386307,9.746546551,9.275834759,10.89251516,11.33400321,10.42209201,11.08098305,10.86486367,10.75849736,11.90071552,11.24350402,11.76742258,11.91437128,11.37565833,11.54304627,10.50504202,9.293100759,9.280071244,9.84756279,9.260980857,9.729440048,10.21923011,11.27707142,10.21540131,10.3145366,10.76205312,10.57417953,10.73519974,10.8164632,9.734443838,10.59923876,10.25019898,8.848323695,12.11605151,10.53653765,10.76575911,10.29806382,10.83729781,11.30865768,9.786687379,9.984349095,10.22420619,11.14996974,9.605611838,10.29490371,10.52810615,10.35931419,8.58090563,9.297851282,9.95632516,10.62163565,10.9207698,11.1580705,10.08729331,11.95511771,11.82714145,12.11114776,11.11530083,-0.120783368,-0.104030231,0.156557035,0.017393213,-0.045061089,0.352154223,-0.027192056,0.006734292,-0.004662537,-0.011340976,0.022940914,-0.004211694,-0.007197466,61
Tmin Koshi Basin Premonsoon,12.38026957,11.99606127,12.68643296,12.10516643,12.45840479,10.45975357,12.53154139,12.76850781,12.52283043,11.77734486,12.66065609,11.66607173,12.15551393,11.20907507,12.83017632,12.07583122,12.04031482,12.4864811,12.36162095,11.89344,10.40529069,10.08594787,12.3280192,11.82454272,10.35922014,10.64155005,11.38960224,10.44406712,9.952153363,11.59712899,12.00169935,11.17078741,11.53688901,11.83361124,11.80748822,10.56497989,11.47682476,12.44667783,11.86802776,10.86000644,11.32865177,11.80958662,12.29596013,11.37181237,11.51677821,12.0531314,11.64535033,11.74132073,13.00054818,11.1015001,10.88613624,11.22807321,11.51817874,11.84899404,12.25864169,11.95157439,11.95033813,11.74101858,11.60607445,12.46721898,13.93399498,-0.012412668,0.008230968,-0.003953145,-0.019142287,0.029552339,0.109011621,-0.055854599,0.019322737,0.050035019,-0.009687158,0.038636214,-0.008144414,-0.002647373,61
Tmin Koshi Basin Winter,7.020618439,7.253445412,7.207469917,7.387734475,7.01323462,5.769913393,6.387739814,6.761495632,6.35362696,6.017793196,6.605420206,6.945696759,5.827961072,5.012999619,6.154096915,6.647791594,5.270589504,6.012773769,5.916271183,7.106242686,3.354656976,2.634953308,3.510226913,3.882377052,4.216641116,4.660557064,5.022097592,3.627400281,3.604028568,5.520455873,4.034210848,5.712368448,4.520485922,3.775382135,4.666633346,3.408561905,4.277592792,4.983559574,4.458851856,3.983090084,4.510082731,5.35350876,5.095947384,5.299760452,5.158517142,4.616546217,3.669636585,5.356864902,5.009940695,3.456784434,3.235160851,3.739112672,4.388995087,4.572342238,4.374698355,5.7256295,5.007697186,4.525001329,4.475766666,5.946177859,5.804053947,-0.132105048,-0.003079084,0.186210069,-0.040428935,-0.097044946,0.19935005,-0.075854021,0.003271534,0.025657202,-0.028651657,0.023903771,-0.051965083,-0.036477838,61
Tmin Koshi Basin annual,12.44428191,12.38436455,12.83589321,12.27282992,11.83107494,10.998225,12.1604998,12.41286437,11.97250135,11.83490648,12.17315609,11.99625807,12.03297415,11.54125912,12.40320144,12.47088976,11.94647605,12.15507527,11.82383373,11.52577227,10.16341802,9.998484568,10.56206172,10.73100432,10.5568285,10.9507949,10.90414613,10.10659936,10.58372009,11.23225767,11.12022216,11.27787023,10.80889328,10.95765762,10.99133489,9.975783556,11.42702903,11.33868469,11.25864583,10.46988438,10.94229141,11.57811077,11.11157016,11.0233642,11.0896117,11.34262872,10.49272767,11.20434359,11.24704408,10.3876285,9.748085722,10.12074862,10.74599069,10.93520093,11.32694599,11.63367118,11.18990067,11.54887722,11.50964378,12.08843537,12.23782968,-0.070620641,-0.031148971,0.074862336,-0.017855096,-0.049602779,0.217398,-0.063569993,0.003916705,0.017529577,-0.022804563,0.019850334,-0.027837711,-0.018229659,61
Tmin Middle Mountain Monsoon,13.12249873,12.78596248,13.15533632,12.36168834,12.30964236,12.67340203,13.02075143,12.91154781,12.77849096,12.61331921,12.7376352,12.8036347,12.43639817,12.85761609,12.99677224,13.41144862,13.24568363,12.7174062,12.71275132,12.30120043,12.30755742,11.93952601,12.04837313,12.55383498,12.35590635,11.96015944,11.78719059,11.02584526,12.3970042,11.86444739,11.87229113,11.88213404,12.0469587,12.23681835,11.82361283,11.60160915,12.39376999,11.95183343,12.226523,11.15550187,11.62724577,12.04911694,11.72919155,11.91374772,11.85825149,12.09679995,11.62910188,12.49664665,9.082846532,11.10314015,8.424520497,8.831557377,11.97906142,9.429098361,12.30941597,12.18995628,12.35948707,13.48401639,13.22942698,12.50368852,13.92693346,-0.021290363,-0.009576833,-0.05208462,-0.02586155,-0.13490277,0.507236853,-0.075646449,-0.037931648,-0.023704418,-0.039375827,-0.026494635,-0.041104076,-0.023420298,61
Tmin Middle Mountain Postmonsoon,5.696917008,5.897721887,6.699165477,5.625869026,4.048422816,3.477325123,5.108571796,5.479551343,4.675376094,5.28864034,5.122624098,4.960112216,6.134628438,5.491533009,6.010129715,6.110226474,5.597411439,5.752738842,4.654975059,3.961279791,3.742373674,4.920225717,4.443342519,4.837726706,5.373526855,5.592740807,4.931599405,4.705690757,4.997280723,4.783637566,4.960544944,5.396175128,3.967733488,5.183051741,4.906801708,3.376915446,6.648788297,5.117063241,5.338915246,4.747200267,4.780043285,5.521802557,3.989430776,4.507902565,4.533146378,5.796527242,2.710579336,5.663931437,4.409269485,6.117485111,2.176612247,2.653278689,4.282786885,5.489344262,6.069267679,6.323341137,6.049180328,8.536065574,8.737907484,9.354918033,7.501639344,-0.123951337,-0.085331968,0.071050505,0.038139702,0.051473693,0.790285629,-0.029118748,0.007078664,-0.014276612,-0.01579479,0.001787044,-0.002444274,0.012822507,61
